1.284934147124937613e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.284934147124937613e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.284934147124937613e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.124317378734320493e-03,1.124317378734320709e-03
1.284934147124937613e-03,1.124317378734320709e-03
1.124317378734320493e-03,9.637006103437033722e-04
1.284934147124937613e-03,9.637006103437033722e-04
1.284934147124937613e-03,9.637006103437033722e-04
1.284934147124937613e-03,9.637006103437033722e-04
1.284934147124937613e-03,1.124317378734320709e-03
1.124317378734320493e-03,9.637006103437033722e-04
1.284934147124937613e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.284934147124937613e-03,1.124317378734320709e-03
1.124317378734320493e-03,9.637006103437033722e-04
1.284934147124937613e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.284934147124937613e-03,9.637006103437033722e-04
1.284934147124937613e-03,1.124317378734320709e-03
1.284934147124937613e-03,9.637006103437033722e-04
1.284934147124937613e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.284934147124937613e-03,9.637006103437033722e-04
1.124317378734320493e-03,1.124317378734320709e-03
1.124317378734320493e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.284934147124937613e-03,9.637006103437033722e-04
1.284934147124937613e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.124317378734320493e-03,1.124317378734320709e-03
1.124317378734320493e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.284934147124937613e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
1.284934147124937613e-03,1.124317378734320709e-03
1.284934147124937613e-03,9.637006103437033722e-04
1.284934147124937613e-03,9.637006103437033722e-04
1.284934147124937613e-03,9.637006103437033722e-04
1.124317378734320493e-03,9.637006103437033722e-04
6.922582717635722416e-02,9.637006103437033722e-04
1.506585287504015325e-01,9.637006103437033722e-04
2.324124638612271032e-01,9.637006103437033722e-04
3.140057822036620427e-01,9.637006103437033722e-04
3.962415676196595071e-01,9.637006103437033722e-04
4.781561194988755981e-01,1.124317378734320709e-03
5.602312881464824867e-01,9.637006103437033722e-04
6.419852232573081130e-01,9.637006103437033722e-04
7.240603919049147796e-01,9.637006103437033722e-04
8.066174108576935620e-01,9.637006103437033722e-04
8.883713459685189662e-01,9.637006103437033722e-04
9.706071313845164861e-01,9.637006103437033722e-04
9.975907484741407538e-01,9.637006103437033722e-04
9.975907484741407538e-01,9.637006103437033722e-04
9.975907484741407538e-01,9.637006103437033722e-04
9.977513652425313850e-01,9.637006103437033722e-04
9.975907484741407538e-01,9.637006103437033722e-04
9.975907484741407538e-01,9.637006103437033722e-04
9.977513652425313850e-01,9.637006103437033722e-04
9.975907484741407538e-01,9.637006103437033722e-04
9.975907484741407538e-01,9.637006103437033722e-04
9.977513652425313850e-01,9.637006103437033722e-04
9.975907484741407538e-01,1.124317378734320709e-03
9.977513652425313850e-01,9.637006103437033722e-04
9.420173466109861282e-01,9.637006103437033722e-04
8.732733697398007422e-01,9.637006103437033722e-04
7.915194346289751159e-01,1.124317378734320709e-03
7.096048827497590805e-01,9.637006103437033722e-04
